img_id,expression,img_width,img_height,cx,cy,w,h
./data/images/580695.jpg,the girl in white,531,640,263.24,60.27,246.72,528.62
./data/images/580631.jpg,white frosting pile on right,640,480,389.39,136.99,129.44,166.11
./data/images/580625.jpg,the single chair,640,480,288.0,155.87,153.81,128.0
./data/images/580609.jpg,man above green shirt guy,427,640,1.66,1.66,157.92,152.94
./data/images/580600.jpg,chocolate sprinkle donut,640,480,260.58,4.8,162.1,115.41
./data/images/580579.jpg,all doughnut on the outside,640,480,0.0,146.36,605.74,207.57
./data/images/580562.jpg,left partial gray truck,640,480,0.0,205.61,187.66,166.8
./data/images/580549.jpg,far left bus,640,480,24.86,200.54,130.82,136.22
./data/images/580541.jpg,top spoon on plate,480,640,0.0,191.7,205.94,96.85
./data/images/580523.jpg,the woman,640,425,404.94,93.66,235.06,315.17
./data/images/580510.jpg,big giraffe on right,640,480,398.02,39.97,230.45,389.3
./data/images/580505.jpg,woman on left in black,640,469,4.28,113.5,286.97,355.5
./data/images/580434.jpg,person with blue jacket,640,412,117.71,47.92,150.52,319.37
./data/images/580408.jpg,person holding blow drier,512,640,50.34,76.22,240.18,555.15
./data/images/580396.jpg,lady sitting down but not in stands,640,472,432.84,59.37,166.16,252.93
./data/images/580344.jpg,hand in top right corner,640,424,492.76,1.43,147.24,140.38
./data/images/580296.jpg,animal on right with paws on cage,640,502,287.5,94.44,232.47,352.64
./data/images/580277.jpg,woman in black next to lady in red,640,427,527.53,55.56,112.47,367.72
./data/images/580257.jpg,the large women on the right,640,508,330.31,1.14,234.64,501.16
./data/images/580234.jpg,sewn hanging behind cat,640,427,1.5,0.0,470.0,226.85
./data/images/580142.jpg,dont walk signal on the left,640,464,194.98,200.92,109.49,203.33
./data/images/580120.jpg,child bottom left leaning over,640,480,28.04,291.24,153.17,182.29
./data/images/580052.jpg,right kid in white,500,375,129.22,122.04,344.6,222.13
./data/images/580026.jpg,boy in front with white shirt,640,437,308.5,193.5,237.0,221.5
./data/images/579997.jpg,fan on the far left in yellow with visible face,640,426,1.49,200.69,133.4,186.29
./data/images/579909.jpg,the panel to the right of the lit up panel,500,375,238.48,43.03,100.28,326.97
./data/images/579907.jpg,the loveseat on the left of the room,640,480,0.0,251.41,211.74,167.94
./data/images/579901.jpg,blurry person below batters crotch,426,640,211.8,399.27,134.7,217.3
./data/images/579787.jpg,rightmost black cow tag 99,640,480,517.41,101.7,122.59,283.89
./data/images/579785.jpg,animal print shirt,640,427,126.66,178.54,297.46,242.77
./data/images/579680.jpg,man gray shirt,640,480,377.53,140.22,173.66,334.39
./data/images/579663.jpg,girl in pink on right side front,612,612,460.72,244.8,147.15,199.42
./data/images/579632.jpg,left half of sandwich,640,427,0.96,0.91,261.37,289.13
./data/images/579631.jpg,brocolli back of bowl center right,640,427,274.64,4.01,183.43,114.27
./data/images/579571.jpg,man on right,500,374,315.17,124.39,130.27,245.41
./data/images/579533.jpg,asian male in glasses and suit blue tie,640,457,464.19,107.83,102.7,331.71
./data/images/579446.jpg,right most red chair,480,640,177.55,496.86,203.7,136.26
./data/images/579395.jpg,girl on right,615,640,292.7,128.47,150.5,510.63
./data/images/579382.jpg,the black motorcycle,480,640,253.12,70.83,217.17,332.23
./data/images/579366.jpg,elephant on left,640,425,153.91,151.52,146.6,131.2
./data/images/579332.jpg,man on the left,640,427,11.54,105.31,242.35,317.36
./data/images/579329.jpg,cloth hanging off table at bottom of screen,640,480,145.87,269.89,491.22,210.11
./data/images/579255.jpg,chair facing away from the window,640,480,150.59,213.69,145.91,151.81
./data/images/579215.jpg,seat foreground of picture on left,480,640,1.66,450.49,260.99,182.86
./data/images/579206.jpg,purple bear,640,480,293.21,208.87,191.32,261.51
./data/images/579186.jpg,couch bottom left corner,640,510,0.0,321.67,213.87,183.16
./data/images/579179.jpg,the guy all the way to the left,640,512,0.0,72.93,104.53,411.56
./data/images/579165.jpg,bowlspoon on the left with the white stuff in it,640,480,0.0,176.24,302.64,303.76
./data/images/579156.jpg,cow on left,500,375,42.63,145.95,256.75,168.08
./data/images/579145.jpg,kid on left,333,500,4.49,141.39,142.7,351.68
./data/images/579138.jpg,man on the left,600,462,1.04,1.04,340.26,429.74
./data/images/579136.jpg,guy in the back,640,480,386.16,115.42,131.59,214.65
./data/images/579051.jpg,armhand bottom right,480,640,308.52,370.22,171.48,261.17
./data/images/578950.jpg,top left banana piece,640,427,110.34,76.24,120.26,120.26
./data/images/578924.jpg,the blue blanket to the right of the kids arm,480,640,356.67,279.01,123.33,358.11
./data/images/578884.jpg,vehicle with 19 on it,463,640,322.16,172.58,140.84,437.22
./data/images/578875.jpg,the giraffe that is holding on,251,480,56.65,9.9,113.63,246.69
./data/images/578841.jpg,girl with pink hat and white gloves,640,427,382.86,171.76,57.26,247.56
./data/images/578766.jpg,guy with glove top right behind kids right shoulder,595,640,438.8,1.99,103.37,272.21
./data/images/578718.jpg,hand just above the womens hand on right,512,640,390.59,278.83,121.41,209.56
./data/images/578702.jpg,piece of broccoli nearest to you,478,640,64.93,460.14,180.08,163.97
./data/images/578652.jpg,middle cluster of bananas at the top,640,480,195.16,18.46,218.09,153.9
./data/images/578649.jpg,little sheep in the front,640,640,124.14,370.34,227.58,131.04
./data/images/578626.jpg,partial person bottom right,480,640,287.64,435.78,192.36,191.28
./data/images/578567.jpg,player on right,640,640,484.32,238.56,119.64,272.43
./data/images/578523.jpg,the guy with glasses,640,480,435.87,10.33,204.13,235.7
./data/images/578521.jpg,guy on left black jacket half in frame,640,480,1.08,4.13,280.45,471.38
./data/images/578519.jpg,the little girl,640,480,175.5,209.74,152.12,268.11
./data/images/578513.jpg,he is the catching for baseballt,640,427,0.0,216.7,144.89,183.27
./data/images/578459.jpg,left lady black dress,640,480,0.0,26.64,210.34,445.48
./data/images/578375.jpg,left bench pink colored,640,480,0.0,204.24,250.91,253.49
./data/images/578369.jpg,guy left purple on shirt,612,612,0.0,88.91,292.22,515.51
./data/images/578331.jpg,woman on right,640,557,359.23,196.51,280.77,351.73
./data/images/578326.jpg,man next to oven,640,480,156.4,203.06,266.43,269.66
./data/images/578250.jpg,young woman on left,640,508,92.47,147.26,213.47,350.47
./data/images/578184.jpg,bottom left couch,640,360,0.0,276.61,266.7,79.31
./data/images/578154.jpg,left animal,600,422,74.28,121.59,207.61,267.02
./data/images/578128.jpg,guy in the middle,640,480,166.11,89.53,176.9,245.93
./data/images/578108.jpg,cat in back,640,426,132.84,116.35,305.99,104.44
./data/images/578070.jpg,girl in pink,612,612,135.05,440.7,112.41,171.3
./data/images/578063.jpg,the triangle food on the right,640,480,341.7,183.32,138.56,157.33
./data/images/578056.jpg,second from the right man,640,436,474.21,157.74,89.16,256.7
./data/images/578046.jpg,right piece of food,640,480,357.93,123.26,282.07,222.81
./data/images/578037.jpg,man at far right with yellow shirt,640,427,549.37,73.72,82.56,235.29
./data/images/578009.jpg,click on the word right,500,448,306.04,165.24,193.16,272.29
./data/images/577953.jpg,catcher,640,474,474.0,221.16,166.0,215.88
./data/images/577948.jpg,broc laying sideways next to the chicken fun game have a good one,640,429,363.29,205.41,276.71,92.8
./data/images/577907.jpg,guy with gray shirt skier,375,500,151.69,157.38,129.21,268.54
./data/images/577850.jpg,child in right,640,480,443.9,246.77,85.07,203.39
./data/images/577830.jpg,woman on right of picture,640,480,424.99,237.3,168.27,232.99
./data/images/577819.jpg,seated person top right no head,480,640,365.38,1.09,113.96,243.83
./data/images/577809.jpg,middle apple,640,426,253.83,195.06,132.68,144.9
./data/images/577808.jpg,right half of sandwhich,612,612,275.81,85.08,311.49,300.51
./data/images/577657.jpg,last wine glass toward back,536,640,349.17,36.02,184.29,372.59
./data/images/577637.jpg,man with white watch looking at phone,640,480,143.46,225.44,343.01,245.93
./data/images/577586.jpg,pink girl,640,504,306.98,32.41,144.72,425.88
./data/images/577556.jpg,the guy,544,640,194.3,18.91,286.15,572.32
./data/images/577455.jpg,closest to us of 3 birds right,640,429,338.59,187.28,301.41,237.11
./data/images/577447.jpg,front right bowl small orangey fruit,500,375,290.29,65.29,209.71,301.77
./data/images/577421.jpg,right horse only the horse,640,480,279.84,164.12,272.47,227.55
./data/images/577416.jpg,hand on the blender,640,480,0.0,195.24,535.01,284.76
./data/images/577405.jpg,partial orange second from bottom on left,640,480,81.04,199.01,140.08,163.19
./data/images/577362.jpg,horse on left,640,428,174.88,154.63,116.9,262.32
./data/images/577358.jpg,white coat window shopping,480,640,396.46,281.59,83.54,242.81
./data/images/577343.jpg,red bus in background on right,640,494,533.96,187.61,106.04,159.86
./data/images/577333.jpg,middle animal,640,311,137.68,18.73,301.21,287.94
./data/images/577320.jpg,white on left back,480,640,102.39,230.14,142.92,111.79
./data/images/577278.jpg,botom part very bottom part,480,640,31.53,558.98,263.25,81.02
./data/images/577225.jpg,sofa on the right,500,326,372.11,168.86,98.69,157.14
./data/images/577221.jpg,pizza with red pieces on it,640,428,113.49,155.88,500.14,81.75
./data/images/577176.jpg,bowl food far left bottom,612,612,21.2,354.81,267.64,193.42
./data/images/577140.jpg,two apples middle left,526,640,35.23,143.82,110.01,190.09
./data/images/577129.jpg,top part of the toilet tank,500,375,0.0,0.0,229.72,175.01
./data/images/577126.jpg,a young boy in a white shirt,640,426,310.02,112.1,113.9,239.61
./data/images/577087.jpg,cup in upper left cut off,640,480,9.71,0.0,169.35,122.97
./data/images/577083.jpg,girl on left with flowery skirt old pictures,640,529,36.77,60.1,92.51,387.85
./data/images/576994.jpg,right chair closest to you,640,427,429.11,272.01,210.89,154.99
./data/images/576973.jpg,the guy in blue sitting down,640,480,219.24,235.73,183.11,244.27
./data/images/576931.jpg,woman in red jacket,612,612,390.24,216.1,149.76,387.36
./data/images/576902.jpg,giraffe butt on lower right,640,426,303.09,115.62,121.78,310.38
./data/images/576895.jpg,far right man,640,480,491.26,187.78,127.29,212.74
./data/images/576818.jpg,meatball sandwich on left,375,500,0.0,120.22,196.63,203.38
./data/images/576810.jpg,woman white in hair,640,427,458.38,183.54,181.62,241.56
./data/images/576771.jpg,table top right corner,640,480,455.34,2.34,184.66,131.06
./data/images/576736.jpg,vase towards front with flower,640,426,316.87,133.07,193.37,288.14
./data/images/576732.jpg,part of sandwich next to the mug,500,375,191.62,120.97,176.18,103.16
./data/images/576702.jpg,upper right stripped shirt,640,478,479.08,1.35,160.92,141.35
./data/images/576689.jpg,dude on far left in black,640,480,50.7,118.65,89.52,251.33
./data/images/576598.jpg,small first elephant on right,640,478,397.44,197.64,242.56,274.99
./data/images/576543.jpg,train on right,640,430,432.9,172.0,117.89,153.64
./data/images/576526.jpg,kid pointing out the window,640,425,176.69,129.6,229.21,178.59
./data/images/576500.jpg,the woman to the right of the woman holding the dog,425,640,248.57,252.95,174.94,257.73
./data/images/576496.jpg,second middle orange starting from the bottom,375,500,107.38,275.28,152.13,149.88
./data/images/576457.jpg,bottom white microwave,640,383,413.12,223.78,210.01,123.93
./data/images/576430.jpg,blurry reddish donut bottom left corner bottom edge of photo,640,427,25.78,326.22,168.86,100.78
./data/images/576389.jpg,tall glass on left,640,478,110.89,29.61,115.19,305.74
./data/images/576290.jpg,neck of giraffe on right side,640,480,398.92,0.54,240.0,377.3
./data/images/576262.jpg,large black luggage,640,480,62.32,127.35,157.28,199.26
./data/images/576225.jpg,right lady in white,640,427,439.13,94.03,110.35,181.68
./data/images/576212.jpg,bigger keyboard but not the diagonal cord across it,640,480,38.83,131.6,484.32,186.6
./data/images/576187.jpg,bike on the right,640,473,471.01,196.12,144.1,151.74
./data/images/576157.jpg,left baby giraf,640,425,256.47,208.35,115.45,177.2
./data/images/576138.jpg,hand bottom left corner,423,640,0.0,543.47,173.01,95.25
./data/images/576128.jpg,right most elephant,640,480,426.07,139.22,201.71,177.98
./data/images/576098.jpg,bare legged babe,640,433,4.87,74.92,111.89,286.08
./data/images/576040.jpg,monitor on right,640,425,337.19,92.2,186.16,119.42
./data/images/575961.jpg,chair that is to the right of the childs head image is black,612,612,368.79,114.45,236.85,419.66
./data/images/575955.jpg,the man on the right,640,480,435.78,113.26,147.77,359.19
./data/images/575949.jpg,man on front near girl,640,480,112.18,124.79,160.72,348.41
./data/images/575873.jpg,zombie girl on right,427,640,309.21,70.57,117.79,218.6
./data/images/575756.jpg,legs and shoes on left,640,480,82.3,0.0,201.39,173.45
./data/images/575743.jpg,chair right next to green laptop hard to see,480,640,26.15,499.61,188.56,140.39
./data/images/575711.jpg,girl in black and white right,640,441,475.69,95.14,145.67,223.97
./data/images/575704.jpg,left elephant,640,427,155.48,111.81,192.71,207.4
./data/images/575703.jpg,white cow left,640,386,23.24,86.19,228.28,295.52
./data/images/575701.jpg,striped shirt,640,427,0.79,23.27,204.12,397.77
./data/images/575641.jpg,man in black shirt,640,428,343.07,27.9,269.47,393.1
./data/images/575627.jpg,man right back light plaid shirt,640,473,465.56,118.72,166.88,232.78
./data/images/575594.jpg,bear on right,640,427,384.78,96.91,220.7,244.69
./data/images/575574.jpg,guy on the right in black shirt,640,336,462.93,53.93,124.45,259.67
./data/images/575526.jpg,guy with hand up,427,640,230.69,75.55,146.81,430.14
./data/images/575502.jpg,slice of cake,480,640,20.04,411.06,333.61,217.62
./data/images/575490.jpg,referee,640,427,0.96,117.35,187.0,187.96
./data/images/575421.jpg,cut pizza on top left,640,480,1.08,87.37,638.92,223.28
./data/images/575417.jpg,person in black,640,426,0.0,106.18,124.24,226.51
./data/images/575294.jpg,front cow on right all black,640,426,291.02,24.89,348.98,393.45
./data/images/575284.jpg,blue shirt surfer,640,426,399.07,76.69,147.13,283.68
./data/images/575220.jpg,guy with glasses,640,480,312.81,92.76,206.02,380.77
./data/images/575055.jpg,green shirt,640,480,161.79,0.74,231.8,193.17
./data/images/575049.jpg,only half of him is visable,640,480,548.88,204.48,91.12,266.91
./data/images/574983.jpg,zebra front,500,370,110.0,69.58,238.33,295.84
./data/images/574957.jpg,child blue shirt,640,480,250.2,95.67,381.21,384.33
./data/images/574857.jpg,guy leaning on fence between batter and catcher,640,464,340.18,152.52,92.62,208.79
./data/images/574829.jpg,white thing behind and left of woman,640,480,10.76,44.13,215.25,207.71
./data/images/574747.jpg,just head of baby elephant behindbeside other baby elephant,640,427,275.95,198.17,91.99,190.75
./data/images/574722.jpg,left horse,640,481,49.72,3.24,319.95,471.27
./data/images/574678.jpg,blond girl,500,332,64.02,0.45,235.23,302.22
./data/images/574654.jpg,person in white,431,500,19.1,77.53,240.45,422.47
./data/images/574645.jpg,man in orange shirt,640,426,18.19,6.76,270.92,366.65
./data/images/574605.jpg,i cant really tell what it is i think it is a finger on the left on the spoon,640,480,0.0,6.43,151.34,212.33
./data/images/574599.jpg,small sheep left side lower corner,640,427,0.0,225.05,198.84,158.52
./data/images/574590.jpg,skier on right red jacket,640,480,418.24,206.68,115.94,256.8
./data/images/574563.jpg,cut out person behind the donut eater,500,375,442.42,100.28,57.58,270.51
./data/images/574562.jpg,silver car on other side of the street,640,428,0.0,83.0,223.01,100.35
./data/images/574453.jpg,woman,640,545,302.51,112.67,337.49,421.31
./data/images/574420.jpg,person on right,640,428,309.7,55.78,314.51,372.22
./data/images/574384.jpg,small giraffe with head on the left,640,427,112.63,222.9,155.1,203.85
./data/images/574368.jpg,red left,640,427,4.8,145.85,293.62,274.43
./data/images/574277.jpg,person in stands to the right of the tennis racket,640,491,567.45,123.51,72.55,207.08
./data/images/574232.jpg,center teddy bear,640,426,174.23,50.98,260.39,371.43
./data/images/574217.jpg,left person,640,480,51.89,168.11,92.97,307.03
./data/images/574211.jpg,man on far right,640,425,451.68,103.49,111.49,265.86
./data/images/574114.jpg,front delta plane,640,309,194.38,83.08,410.74,163.6
./data/images/574106.jpg,horse in back white on nose,427,640,274.68,148.33,152.32,192.27
./data/images/574076.jpg,the man closest to the camera,640,480,42.07,122.97,160.72,357.03
./data/images/574049.jpg,cow head right,640,427,484.44,185.35,155.56,228.82
./data/images/573995.jpg,face watching,640,480,2.01,193.48,140.73,252.7
./data/images/573975.jpg,brocolli on left blurry,640,425,8.0,193.0,291.0,209.0
./data/images/573966.jpg,big elephant leg,640,640,401.79,0.0,236.78,578.22
./data/images/573961.jpg,the baby lamb,640,385,234.31,194.57,351.88,168.08
./data/images/573931.jpg,bottom left square,612,612,9.54,311.56,292.49,287.72
./data/images/573913.jpg,sillhouette on the far left,640,427,0.0,3.08,102.04,423.92
./data/images/573854.jpg,smaller green plane,640,426,195.74,228.03,337.96,99.98
./data/images/573807.jpg,red car front,640,458,92.63,284.06,182.17,123.51
./data/images/573744.jpg,whole rearview mirror,640,488,0.0,80.7,500.71,407.3
./data/images/573725.jpg,person farther away,500,376,212.93,91.31,87.87,256.02
./data/images/573724.jpg,white chair closer to the right,640,480,446.97,207.48,129.03,208.52
./data/images/573700.jpg,bus left side,480,640,0.0,190.54,77.92,290.23
./data/images/573653.jpg,pizza on stove on far right,640,427,432.68,63.42,171.17,88.77
./data/images/573640.jpg,girl in blue,639,640,326.38,233.54,295.25,329.39
./data/images/573635.jpg,the truck on the left of the one in the middle closest to you,480,640,81.91,253.01,141.82,200.46
./data/images/573611.jpg,sweaty dude in maroon tshirt,501,640,4.31,97.89,494.75,529.26
./data/images/573576.jpg,third book starting from left,640,480,29.1,11.72,37.71,331.69
./data/images/573520.jpg,upper left corner the black bag,357,500,1.3,0.0,153.25,227.27
./data/images/573357.jpg,woman in red coat and gray pants in background,537,640,329.88,231.18,97.86,234.75
./data/images/573287.jpg,the man with the controller in black,640,480,243.24,169.73,181.62,264.86
./data/images/573166.jpg,motorcycle left,640,383,83.97,114.9,242.48,155.94
./data/images/573165.jpg,weird looking dude,480,640,30.2,17.26,432.9,614.11
./data/images/573107.jpg,catcher,640,312,362.84,112.47,187.97,168.72
./data/images/573063.jpg,oven on back wall top right of photo,427,640,300.88,0.0,126.12,282.32
./data/images/573018.jpg,girl in peach,640,473,317.46,6.92,259.94,344.1
./data/images/572998.jpg,umpire,640,427,0.96,193.83,130.5,226.45
./data/images/572958.jpg,right side brown shirt and camaera,333,500,244.82,145.29,88.18,244.62
./data/images/572902.jpg,large woman on the right in white and black,640,480,526.38,166.11,113.62,305.26
./data/images/572888.jpg,bowl to the back left,640,480,91.48,22.6,206.64,152.83
./data/images/572884.jpg,propellier bottom right,480,640,187.09,298.56,292.91,341.04
./data/images/572879.jpg,corner person on the left,640,433,0.0,167.59,82.34,260.57
./data/images/572840.jpg,train on right,640,479,287.4,39.65,352.6,247.57
./data/images/572801.jpg,vehicle on the left,640,425,21.06,4.31,185.7,341.72
./data/images/572789.jpg,woman on left,640,511,1.15,70.05,422.58,434.06
./data/images/572786.jpg,front taxi,612,612,27.41,201.53,270.58,148.8
./data/images/572732.jpg,chair on left,640,480,27.83,254.66,150.1,224.73
./data/images/572611.jpg,guy on right,640,427,371.08,123.62,175.88,187.13
./data/images/572602.jpg,the bowl of strawberries,576,475,0.0,152.64,322.36,317.02
./data/images/572587.jpg,boy left,640,480,75.04,146.96,143.77,332.29
./data/images/572586.jpg,very bottom left person only,427,640,0.0,532.74,198.11,107.26
./data/images/572550.jpg,green shirt,640,427,325.29,22.07,130.5,192.87
./data/images/572529.jpg,stander in back on right,489,640,410.85,149.14,78.15,272.3
./data/images/572508.jpg,the arm of the person to the far left,480,640,0.0,219.93,75.72,420.05
./data/images/572474.jpg,the bottom donut with the streusel topping,640,640,161.44,268.11,230.63,233.51
./data/images/572467.jpg,man in background,480,640,228.09,67.76,92.65,245.4
./data/images/572448.jpg,partially obscured apple on top,427,640,83.58,83.95,151.52,223.53
./data/images/572443.jpg,the couch on the left,500,375,8.66,216.55,121.98,157.28
./data/images/572383.jpg,man in blue,640,428,136.46,67.05,159.5,262.49
./data/images/572372.jpg,right zebra,500,375,338.09,103.27,119.96,226.51
./data/images/572354.jpg,man on far left,640,445,80.18,23.05,96.22,227.51
./data/images/572353.jpg,horse on the left,640,484,0.0,111.37,246.68,367.43
./data/images/572307.jpg,bowl on the left,640,427,0.0,172.09,83.45,178.23
./data/images/572282.jpg,dorky smile guy far right side,640,428,443.42,177.37,134.96,244.85
./data/images/572252.jpg,person on left,640,426,0.0,92.86,297.72,327.4
./data/images/572250.jpg,front giraffe,640,480,262.11,129.44,104.63,343.01
./data/images/572245.jpg,part of a person left side,640,424,0.0,0.0,114.34,403.99
./data/images/572183.jpg,middle piece of apple mostly round flat on top,640,480,129.44,120.81,218.96,155.32
./data/images/572179.jpg,old dude,640,480,297.04,27.55,251.84,281.97
./data/images/572174.jpg,bed to the left of laptop,640,412,288.6,216.71,351.4,190.7
./data/images/572173.jpg,bottom right corner kid,640,480,474.08,307.8,165.92,172.2
./data/images/572145.jpg,guy in the air,640,426,110.09,4.63,205.82,200.07
./data/images/572109.jpg,guy dressed in black shirt and gray pants next to man kneeling down,640,480,0.0,183.24,101.62,191.35
./data/images/572108.jpg,man to the bottom left third from the left with hat,640,519,4.15,318.29,152.56,200.54
./data/images/572061.jpg,boy in the back,640,499,61.67,67.36,204.09,139.04
./data/images/572016.jpg,dude on right,320,240,149.93,6.47,170.07,230.83
./data/images/572001.jpg,man eating on left,500,375,3.37,1.69,267.98,209.83
./data/images/571906.jpg,woman on right,640,425,277.92,45.84,256.91,374.38
./data/images/571885.jpg,left side food,640,429,52.06,6.59,379.83,418.39
./data/images/571881.jpg,woman in pink between soldiers,640,429,327.6,91.37,74.66,284.14
./data/images/571867.jpg,man wearing checkered shirt,612,612,11.0,56.39,225.55,210.41
./data/images/571842.jpg,the third umbrella from the left blue,640,426,371.43,99.8,89.99,188.59
./data/images/571799.jpg,lady on the left,640,480,0.0,0.0,306.34,423.73
./data/images/571797.jpg,white shirt behind the computer,640,427,2.89,1.44,309.67,321.21
./data/images/571773.jpg,first sofa in the front closer to you,640,428,374.73,270.94,262.68,150.45
./data/images/571719.jpg,woman on left side,640,478,117.66,146.03,162.84,243.72
./data/images/571702.jpg,dad,428,640,1.24,214.17,291.73,337.79
./data/images/571665.jpg,gray blue shirt,500,375,90.17,57.36,348.03,312.64
./data/images/571658.jpg,right edge bus,640,480,596.23,47.35,43.77,426.19
./data/images/571656.jpg,orange peel in middle,640,480,338.82,187.48,140.05,213.46
./data/images/571653.jpg,woman in pink far left,640,360,2.14,92.65,165.47,261.08
./data/images/571644.jpg,mini couch kids are sitting on,500,375,51.76,189.94,350.58,179.69
./data/images/571603.jpg,the kid,640,480,308.15,144.59,331.85,330.67
./data/images/571575.jpg,man on left in red playing trumpet,640,480,47.51,225.85,143.07,215.0
./data/images/571554.jpg,backpack of man with blue helmet,640,480,312.48,264.36,115.24,177.03
./data/images/571516.jpg,guy in background with white hat,640,425,373.12,182.26,165.18,239.16
./data/images/571498.jpg,giraffe in middle facing camera,640,427,285.95,39.34,73.88,338.72
./data/images/571451.jpg,sandwich center on right side of plate,500,375,203.09,218.26,141.57,152.53
./data/images/571407.jpg,guy on the right with face cut off,425,640,300.76,328.13,124.24,311.87
./data/images/571405.jpg,guy with pink toothbrush,640,360,136.72,92.09,190.11,263.73
./data/images/571392.jpg,man on right in green shirtblue jeans,640,480,508.11,47.5,108.36,261.97
./data/images/571366.jpg,chair facing forward front left only otp is seen,640,426,59.35,318.49,257.52,102.44
./data/images/571355.jpg,right cow thing,640,480,237.5,190.63,175.0,283.75
./data/images/571351.jpg,man partly blocked by easel with his back turned,640,427,509.34,127.91,102.44,293.92
./data/images/571311.jpg,bottom half of person walking the horse on the right,640,510,380.49,151.57,162.75,331.21
./data/images/571249.jpg,left cow with white face,640,480,17.55,124.03,99.52,199.84
./data/images/571246.jpg,person in red,640,480,434.7,0.0,205.3,473.53
./data/images/571157.jpg,bottle behind pizza on the right side,640,424,476.88,32.17,100.76,222.48
./data/images/571048.jpg,black plane above yellow plane,640,424,0.0,121.01,637.43,117.19
./data/images/570968.jpg,chair nect to beam,640,597,174.61,225.96,110.41,278.6
./data/images/570951.jpg,cook in the back,640,480,373.81,131.92,101.86,300.13
./data/images/570878.jpg,far left animal in the line not in the corner,640,424,10.63,120.78,165.03,232.94
./data/images/570852.jpg,plane propeller,640,425,1.91,85.67,237.39,217.29
./data/images/570836.jpg,textured vase on right,429,640,258.77,465.61,115.48,164.59
./data/images/570786.jpg,counting from the left third person jumping in the air,640,472,323.51,80.29,95.46,218.5
./data/images/570768.jpg,tennis player,640,463,328.78,120.69,232.02,310.06
./data/images/570741.jpg,girl in white,480,640,217.17,78.86,231.55,553.71
./data/images/570738.jpg,batter,640,480,374.29,202.79,102.47,250.24
./data/images/570656.jpg,guy looking away,480,640,327.48,126.34,152.52,502.02
./data/images/570568.jpg,guy in front of cam,500,500,1.12,0.75,475.34,494.39
./data/images/570543.jpg,ship with blue at left,640,480,2.15,92.13,267.98,159.28
./data/images/570542.jpg,batter on wall in background,640,480,448.5,126.26,141.76,114.2
